DATE,Consumer_Price_Index,Real_Disposable_Income,,Mortgage_Rate,Population,Unemployment_Rate,Share_Price,House_Price_Index,10_Expected_Inflation,House_Supply
2/1/1978,63,4991.5,6796.26,6.89,221711,6.3,4.892696,,,6.3
3/1/1978,63.4,5033,6796.26,7.01,221892,6.3,4.901751,,,6.1
4/1/1978,63.9,5050.5,7058.92,6.99,222084,6.1,5.125091,,,5.8
5/1/1978,64.5,5047.2,7058.92,6.81,222278,6,5.395874,,,5.9
6/1/1978,65,5047.5,7058.92,6.65,222482,5.9,5.429991,,,6.2
7/1/1978,65.5,5072.8,7129.915,6.49,222697,6.2,5.407871,,,6.6
8/1/1978,65.9,5094.2,7129.915,6.29,222933,5.9,5.796533,,,6.6
9/1/1978,66.5,5095.8,7129.915,6.09,223168,6,5.800773,,,5.9
10/1/1978,67.1,5109.5,7225.75,6.11,223383,5.8,5.585466,,,5.7
11/1/1978,67.5,5114.1,7225.75,6.07,223585,5.9,5.222412,,,6.5
12/1/1978,67.9,5139.6,7225.75,6.05,223781,6,5.316517,,,6.1
1/1/1979,68.5,5164,7238.727,5.92,223973,5.9,5.522627,,,6.6
2/1/1979,69.2,5184.7,7238.727,5.84,224150,5.9,5.454675,,,6.8
3/1/1979,69.9,5198.5,7238.727,5.75,224333,5.8,5.564126,,,6.6
4/1/1979,70.6,5156.1,7246.454,5.81,224529,5.8,5.693924,,,6.8
5/1/1979,71.4,5132.2,7246.454,5.48,224734,5.6,5.566561,,,7.1
6/1/1979,72.2,5118.9,7246.454,5.23,224948,5.7,5.705211,,,7.4
7/1/1979,73,5156.2,7300.281,5.63,225174,5.7,5.781885,,,7.1
8/1/1979,73.7,5163.7,7300.281,6.26,225419,6,6.060129,,,6.9
9/1/1979,74.4,5159.3,7300.281,6.15,225662,5.9,6.128747,,,7.4
10/1/1979,75.2,5156.6,7318.535,5.95,225893,6,5.869858,,,7.4
11/1/1979,76,5171.2,7318.535,5.93,226120,5.9,5.845224,,,8.3
12/1/1979,76.9,5182.2,7318.535,5.88,226339,6,6.114708,,,8.6
1/1/1980,78,5218.8,7341.557,5.74,226554,6.3,6.326556,,,7.9
2/1/1980,79,5191.3,7341.557,5.64,226753,6.3,6.541523,,,8.6
3/1/1980,80.1,5159,7341.557,5.45,226955,6.3,5.894791,,,9.8
4/1/1980,80.9,5153.4,7190.289,5.83,227156,6.9,5.790051,,,11.6
5/1/1980,81.7,5134.3,7190.289,6.27,227387,7.5,6.078551,,,9.2
6/1/1980,82.5,5145.1,7190.289,6.29,227624,7.6,6.479213,,,7.6
7/1/1980,82.6,5189.8,7181.743,6.06,227840,7.8,6.789402,,,6.5
8/1/1980,83.2,5194.8,7181.743,5.87,228070,7.7,7.018506,,,6
9/1/1980,83.9,5216.6,7181.743,5.75,228302,7.5,7.240799,,,7.3
10/1/1980,84.7,5257.1,7315.677,5.72,228515,7.5,7.444011,,,7.3
11/1/1980,85.6,5264.5,7315.677,5.73,228696,7.5,7.738816,,,7.4
12/1/1980,86.4,5288.4,7315.677,5.75,228858,7.2,7.594362,,,7.6
1/1/1981,87.2,5267.1,7459.022,5.71,229004,7.5,7.550431,,,8
2/1/1981,88,5250.2,7459.022,5.63,229148,7.4,7.280319,,,8.1
3/1/1981,88.6,5264.4,7459.022,5.93,229314,7.4,7.57145,,,7.7
4/1/1981,89.1,5249,7403.745,5.86,229489,7.2,7.685257,,,8.6
5/1/1981,89.7,5258.8,7403.745,5.72,229668,7.5,7.554264,,,8.4
6/1/1981,90.5,5287.2,7403.745,5.58,229864,7.5,7.605069,,,9.2
7/1/1981,91.5,5370.5,7492.405,5.7,230077,7.2,7.425051,,,9
8/1/1981,92.2,5386.1,7492.405,5.82,230300,7.4,7.451368,,,9.8
9/1/1981,93.1,5376.3,7492.405,5.77,230527,7.6,6.770684,,,11.3
10/1/1981,93.4,5382.3,7410.768,6.07,230732,7.9,6.873013,,,10.3
11/1/1981,93.8,5385,7410.768,6.33,230906,8.3,7.080006,,,9.1
12/1/1981,94.1,5377.6,7410.768,6.27,231073,8.5,7.111047,,,7.1
1/1/1982,94.4,5384.7,7295.631,6.15,231235,8.6,6.725087,,6.1976115,8.9
2/1/1982,94.7,5399.5,7295.631,6.25,231392,8.9,6.552295,,6.0792322,9.2
3/1/1982,94.7,5398.9,7295.631,6.32,231558,9,6.324361,,5.6481299,8.7
4/1/1982,95,5452.7,7328.912,6.51,231727,9.3,6.631616,,5.7131884,9.4
5/1/1982,95.9,5430.3,7328.912,6.6,231901,9.4,6.641652,,5.6899798,8.3
6/1/1982,97,5400.9,7328.912,6.68,232090,9.6,6.248705,,5.6023786,8.3
7/1/1982,97.5,5450.4,7300.896,6.76,232290,9.8,6.221205,,5.9160055,8.2
8/1/1982,97.7,5459.3,7300.896,6.52,232496,9.8,6.230021,,5.6967159,7.1
9/1/1982,97.7,5457.7,7300.896,6.4,232708,10.1,6.952616,,5.733214,6.7
10/1/1982,98.1,5452.2,7303.817,6.36,232905,10.4,7.53648,,5.3410651,6.2
11/1/1982,98,5474.3,7303.817,6.24,233077,10.8,7.897333,,4.7173264,5.4
12/1/1982,97.7,5500.9,7303.817,6.14,233241,10.8,7.951669,,4.8624209,5.8
1/1/1983,97.9,5520,7400.066,6.22,233398,10.4,8.244418,,4.717531,5.4
2/1/1983,98,5522.6,7400.066,6.29,233543,10.4,8.391662,,4.8609296,5.6
3/1/1983,98.1,5549.2,7400.066,6.16,233697,10.3,8.66558,,4.6099924,5.4
4/1/1983,98.8,5561.3,7568.456,6.18,233852,10.2,8.972832,,4.7379918,5.1
5/1/1983,99.2,5572.5,7568.456,6.26,234020,10.1,9.369154,,4.5383586,4.9
6/1/1983,99.4,5576.8,7568.456,6.66,234213,10.1,9.549047,,4.7208859,5.3
7/1/1983,99.8,5647,7719.746,6.7,234404,9.4,9.58049,,4.8680949,5.8
8/1/1983,100.1,5635.9,7719.746,6.57,234601,9.5,9.305114,,5.0178961,6.2
9/1/1983,100.4,5676.2,7719.746,6.38,234804,9.2,9.5762,,5.1079768,6.2
10/1/1983,100.8,5726.4,7880.794,6.38,234993,8.8,9.584584,,4.9742005,5.6
11/1/1983,101.1,5775,7880.794,6.21,235157,8.5,9.448442,,5.0693748,5.8
12/1/1983,101.4,5825.9,7880.794,6.1,235310,8.3,9.400146,,5.0893714,4.7
1/1/1984,102.1,5851.3,8034.847,5.76,235456,8,9.531851,,5.0640591,5.3
2/1/1984,102.6,5884.8,8034.847,5.92,235601,7.8,8.972541,,5.0342412,5.1
3/1/1984,102.9,5922.6,8034.847,5.97,235757,7.8,8.978227,,5.1736894,6.1
4/1/1984,103.3,5962.5,8173.67,5.92,235916,7.7,8.978723,,5.3137983,6
5/1/1984,103.5,5971,8173.67,6.04,236077,7.4,8.919742,,5.4463469,6.7
6/1/1984,103.7,6010.3,8173.67,6.32,236254,7.2,8.742867,,5.735139,6.6
7/1/1984,104.1,6017.6,8252.465,6.43,236449,7.5,8.625086,,5.7354156,6.7
8/1/1984,104.4,6058.5,8252.465,6.48,236655,7.5,9.317769,,5.4270067,7.5
9/1/1984,104.7,6101.7,8252.465,6.04,236868,7.3,9.475889,,5.4416381,6.5
10/1/1984,105.1,6079.2,8320.199,6.2,237068,7.4,9.416708,,5.2147606,6
11/1/1984,105.3,6105.7,8320.199,6.09,237238,7.2,9.498795,,5.0159744,7.2
12/1/1984,105.5,6143.3,8320.199,5.33,237392,7.3,9.382779,,5.0342399,7.3
1/1/1985,105.7,6141.6,8400.82,5.06,237535,7.3,9.815166,,5.1142968,6.7
2/1/1985,106.3,6085.2,8400.82,5.13,237667,7.2,10.37154,,5.0420932,6.5
3/1/1985,106.8,6057.8,8400.82,5,237816,7.2,10.29142,,5.262634,6.4
4/1/1985,107,6159.5,8474.787,4.81,237987,7.3,10.36456,,5.0197753,6.9
5/1/1985,107.2,6310.8,8474.787,4.86,238172,7.2,10.59652,,4.984325,6.4
6/1/1985,107.5,6178.9,8474.787,5.42,238368,7.4,10.84758,,4.5913278,6
7/1/1985,107.7,6192.8,8604.22,5.22,238573,7.4,11.05607,,4.5623268,5.6
8/1/1985,107.9,6189,8604.22,5.19,238789,7.1,10.80291,,4.7152609,5.8
9/1/1985,108.1,6216.2,8604.22,5.06,239006,7.1,10.55842,,4.6239161,6.3
10/1/1985,108.5,6247.8,8668.188,4.95,239210,7.1,10.65283,,4.6152271,6.4
11/1/1985,109,6258.1,8668.188,4.88,239392,7,11.28278,,4.4988455,5.9
12/1/1985,109.5,6296.4,8668.188,4.93,239558,7,11.81692,,4.3655158,5.8
1/1/1986,109.9,6308.5,8749.127,5.03,239713,6.7,11.8989,,4.1387884,5.7
2/1/1986,109.7,6341.7,8749.127,4.99,239858,7.2,12.52,,4.1181726,6
3/1/1986,109.1,6406.5,8749.127,4.97,240011,7.2,13.2667,,3.7367611,4.7
4/1/1986,108.7,6430.4,8788.524,5.1,240183,7.1,13.59399,,3.5536733,4.7
5/1/1986,109,6435.8,8788.524,4.89,240365,7.2,13.60329,,3.6077332,5.2
6/1/1986,109.4,6429.8,8788.524,4.74,240555,7.2,13.94495,,3.9272729,5.7
7/1/1986,109.5,6461.8,8872.601,4.56,240753,7,13.69767,,3.6712197,6.1
8/1/1986,109.6,6469.4,8872.601,4.43,240961,6.9,13.9549,,3.6324582,7
9/1/1986,110,6472.9,8872.601,4.35,241171,7,13.57344,,3.4359002,5.8
10/1/1986,110.2,6466,8920.193,4.23,241371,7,13.54146,,3.6344365,6.5
11/1/1986,110.4,6466.7,8920.193,4.3,241544,6.9,13.94781,,3.5555861,6.1
12/1/1986,110.8,6473.8,8920.193,4.71,241702,6.6,14.07404,,3.4800833,5.5
1/1/1987,111.4,6494.2,8986.367,4.76,241857,6.6,14.97068,63.735,3.5240979,6
2/1/1987,111.8,6525,8986.367,4.95,242005,6.6,15.86818,64.135,3.5218239,6.2
3/1/1987,112.2,6530.5,8986.367,4.84,242166,6.6,16.48206,64.47,3.3855791,6
4/1/1987,112.7,6282.3,9083.256,4.84,242338,6.3,16.22884,64.973,3.6251496,6
5/1/1987,113,6537,9083.256,4.64,242516,6.3,16.14232,65.547,3.9809201,6.7
6/1/1987,113.5,6527.6,9083.256,4.51,242706,6.2,16.79351,66.218,3.9050188,6.9
7/1/1987,113.8,6545.8,9162.024,4.55,242908,6.1,17.25948,66.786,3.9670631,6.7
8/1/1987,114.3,6574,9162.024,4.27,243118,6,18.23986,67.27,4.0511275,6.8
9/1/1987,114.7,6575.3,9162.024,4.11,243335,5.9,17.67034,67.624,4.1489692,6.8
10/1/1987,115,6619.6,9319.332,4.07,243543,6,15.56063,67.902,4.2518415,6.8
11/1/1987,115.4,6648.1,9319.332,3.99,243724,5.8,13.58801,68.093,4.1747832,7
12/1/1987,115.6,6711.5,9319.332,3.96,243895,5.7,13.3575,68.344,4.2591451,7.6
1/1/1988,116,6730.2,9367.502,3.92,244056,5.7,13.91834,68.582,4.2204345,7.5
2/1/1988,116.2,6773.5,9367.502,3.89,244205,5.7,14.37273,68.915,3.8472522,6.6
3/1/1988,116.5,6804.3,9367.502,3.95,244362,5.7,14.84251,69.324,3.8109943,6.6
4/1/1988,117.2,6830.1,9490.594,3.91,244528,5.4,14.70187,69.789,4.0198724,6.4
5/1/1988,117.5,6841.7,9490.594,3.8,244708,5.6,14.35853,70.409,4.0553785,6.6
6/1/1988,118,6868.5,9490.594,3.68,244914,5.4,15.12444,71.068,4.1290591,6.2
7/1/1988,118.5,6898.2,9546.206,3.55,245131,5.4,15.06437,71.686,4.0784464,6.6
8/1/1988,119,6918.4,9546.206,3.6,245352,5.6,14.78065,72.186,4.0871682,6.6
9/1/1988,119.5,6932.4,9546.206,3.5,245579,5.4,15.00061,72.575,4.1697337,6.5
10/1/1988,119.9,6969.9,9673.405,3.38,245789,5.4,15.48469,72.823,4.0496883,6
11/1/1988,120.3,6971.9,9673.405,3.35,245970,5.3,15.11941,73.065,4.0008188,7.2
12/1/1988,120.7,7005.2,9673.405,3.35,246140,5.3,15.38439,73.279,4.1229057,6.8
1/1/1989,121.2,7033.4,9771.725,3.41,246301,5.4,15.88492,73.618,4.2885136,6.2
2/1/1989,121.6,7052.7,9771.725,3.53,246454,5.2,16.3478,73.969,4.1899346,7.5
3/1/1989,122.2,7087.1,9771.725,3.57,246626,5,16.30056,74.411,4.3288816,8.2
4/1/1989,123.1,7050,9846.293,3.45,246814,5.2,16.7725,74.868,4.2662182,7.4
5/1/1989,123.7,7017.2,9846.293,3.54,247010,5.2,17.35978,75.296,4.0993473,7.1
6/1/1989,124.1,7036.7,9846.293,4.07,247228,5.3,17.90099,75.696,3.9601983,7.2
7/1/1989,124.5,7061.3,9919.228,4.37,247458,5.2,18.33109,76.042,3.7419337,6.1
8/1/1989,124.5,7080,9919.228,4.46,247695,5.2,19.10661,76.273,3.5784885,6.4
9/1/1989,124.8,7101.4,9919.228,4.49,247942,5.3,19.11225,76.422,3.797509,7.1
10/1/1989,125.4,7136.8,9938.767,4.19,248174,5.3,19.06244,76.489,3.8261876,6.9
11/1/1989,125.9,7144,9938.767,4.26,248380,5.4,18.66268,76.522,3.6877522,6.6
12/1/1989,126.3,7144.7,9938.767,4.46,248569,5.4,19.07521,76.498,3.6632645,7
1/1/1990,127.5,7187.4,10047.386,4.43,248743,5.4,18.56648,76.527,3.790805,7
2/1/1990,128,7203.3,10047.386,4.3,248920,5.3,18.07759,76.587,3.9721427,7.6
3/1/1990,128.6,7206.1,10047.386,4.34,249146,5.2,18.44583,76.79,3.9572843,7.8
4/1/1990,128.9,7253.4,10083.855,4.34,249436,5.4,18.38141,77.038,3.9574181,8.3
5/1/1990,129.1,7245.8,10083.855,4.19,249707,5.4,18.94923,77.296,4.1366521,8.2
6/1/1990,129.9,7257.3,10083.855,4.16,249990,5.2,19.47706,77.505,3.9542983,7.9
7/1/1990,130.5,7283.7,10090.569,4.13,250285,5.5,19.47469,77.561,3.8638041,7.8
8/1/1990,131.6,7239.1,10090.569,4.12,250595,5.7,17.96866,77.479,3.8256958,8.2
9/1/1990,132.5,7236.8,10090.569,4.16,250904,5.9,17.15432,77.229,4.0734267,8.4
10/1/1990,133.4,7178.7,9998.704,4.04,251201,5.9,16.64209,76.912,3.9925768,8.7
11/1/1990,133.7,7181.9,9998.704,4,251486,6.2,17.05451,76.381,3.9799187,8.2
12/1/1990,134.2,7224.7,9998.704,3.86,251758,6.3,17.78271,75.972,3.8566272,8.5
1/1/1991,134.7,7205.7,9951.916,3.71,252012,6.4,17.62213,75.534,3.8045971,9.4
2/1/1991,134.8,7216.8,9951.916,3.71,252253,6.6,19.58308,75.248,3.7259127,7.9
3/1/1991,134.8,7229.1,9951.916,3.77,252507,6.8,20.15921,75.137,3.8681694,7.3
4/1/1991,135.1,7258,10029.51,3.67,252778,6.7,20.56992,75.316,3.7655984,7.3
5/1/1991,135.6,7259.5,10029.51,3.84,253060,6.9,20.49271,75.768,3.7827617,7
6/1/1991,136,7296.7,10029.51,3.98,253350,6.9,20.53056,76.253,3.865324,7
7/1/1991,136.2,7282,10080.195,4.05,253650,6.8,20.62734,76.517,3.8906803,7.1
